ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2018-02-08,31564,17.4,32.8,46.9,26.1,12.9,0.85,Thursday,2
2018-02-09,31567,11.6,30.8,36,26.1,8.2,0,Friday,2
2018-02-10,16324,15,42,51.1,28,5.5,0,Saturday,2
2018-02-11,8809,11.4,45.6,60.1,37.9,4.7,0.82,Sunday,2
2018-02-12,35139,18.2,48.1,63,41,11.4,0.99,Monday,2
2018-02-13,35189,11.1,33,41,27,9.9,0,Tuesday,2
2018-02-14,39591,13.5,40.5,54,27,6.8,0.01,Wednesday,2
2018-02-15,44193,12.1,51,61,36,6.8,0.13,Thursday,2
2018-02-16,29191,12,56.1,61,44.1,9.1,0.16,Friday,2
2018-02-17,17921,15.2,36,59,30,11.3,0.05,Saturday,2
2018-02-18,21538,17.2,37.6,45,30,8.8,0.62,Sunday,2
2018-02-19,25677,12.8,41.5,48.9,33.1,5.6,0.02,Monday,2
2018-02-20,44480,17.4,53.9,70,33.1,6.9,0.03,Tuesday,2
2018-02-21,53115,30.4,61.8,79,46.9,7.7,0,Wednesday,2
2018-02-22,27010,11.1,50.6,79,37.9,10.1,0.02,Thursday,2
2018-02-23,25634,12.7,37.8,41,37,9.1,0.11,Friday,2
2018-02-24,25550,14.3,46.7,54,36,7.4,0.07,Saturday,2
2018-02-25,16150,19.7,42.3,54,39.9,9.6,0.62,Sunday,2
2018-02-26,42570,12.4,46.1,52,39.9,6.4,0.22,Monday,2
2018-02-27,48516,14.2,47.3,57,39.9,7.5,0,Tuesday,2
2018-02-28,50709,15,49.5,62.1,39.9,9.2,0,Wednesday,2
2018-03-01,45564,13.9,54.5,62.1,42.1,6.0,0,Thursday,3
2018-03-02,6855,13.5,41.9,57.9,35.6,19.1,1.47,Friday,3
2018-03-03,28364,16.4,40.6,46.9,36,20.1,0.71,Saturday,3
2018-03-04,25262,13.3,41.9,46.9,37.9,16.6,0,Sunday,3
2018-03-05,36774,11.7,37.5,44.1,35.1,15.7,0,Monday,3
2018-03-06,42689,13.2,39.5,46.9,34,8.2,0,Tuesday,3
2018-03-07,8188,10.4,36.6,41,33.8,14.7,0.1,Wednesday,3
2018-03-08,28440,11.3,37.4,42.1,34,12.7,0.8,Thursday,3
2018-03-09,34912,13,36.8,44.1,30.9,14.0,0,Friday,3
2018-03-10,25444,14.9,37.4,44.1,30.9,14.0,0,Saturday,3
2018-03-11,27597,24.7,38.9,46,33.1,10.3,0,Sunday,3
2018-03-12,36340,13.4,38.2,46,33.1,10.5,0,Monday,3
2018-03-13,23137,11,37.3,43,33.1,14.1,0.21,Tuesday,3
2018-03-14,35377,11.4,36.7,42.1,32,16.3,0.05,Wednesday,3
2018-03-15,39574,21.9,38.6,48,32,15.0,0,Thursday,3
2018-03-16,34921,12.1,37.6,48,34,16.7,0,Friday,3
2018-03-17,27672,17.9,36.4,48,28.9,14.8,0,Saturday,3
2018-03-18,25158,14.4,37.4,48,28.9,11.6,0,Sunday,3
2018-03-19,39278,12.7,39.8,46.9,30,7.0,0,Monday,3
2018-03-20,35532,11.5,35.9,46.9,30.9,9.8,0,Tuesday,3
2018-03-21,3755,12.2,35.7,39.9,30.9,15.1,0,Wednesday,3
2018-03-22,27308,11.8,39.6,51.1,32,13.8,0.64,Thursday,3
2018-03-23,38528,13.4,42.7,51.1,33.1,11.0,0.01,Friday,3
2018-03-24,34398,20.7,43.3,51.1,37,10.2,0,Saturday,3
2018-03-25,25562,13,40.4,51.1,35.1,11.0,0,Sunday,3
2018-03-26,40295,12.8,40.4,50,34,9.1,0,Monday,3
2018-03-27,41354,12.2,39.4,50,34,5.8,0,Tuesday,3
2018-03-28,42520,12.5,43.7,52,35.1,5.5,0.04,Wednesday,3
2018-03-29,39293,16.1,49.6,53.1,39,5.2,0.03,Thursday,3
2018-03-30,34787,13.9,50.1,60.1,43,6.3,0.02,Friday,3
2018-03-31,41794,26.9,47.1,60.1,39.9,10.7,0.04,Saturday,3
2018-04-01,33149,21.5,50.4,59,39.9,11.0,0,Sunday,4
2018-04-02,22063,16.4,39.8,59,32,8.1,0.4,Monday,4
2018-04-03,25881,10.7,40.8,44.1,32,7.0,0.15,Tuesday,4
2018-04-04,36753,12.2,45.9,57,39,9.3,0.28,Wednesday,4
2018-04-05,39814,13.4,41.6,57,35.1,18.2,0.11,Thursday,4
2018-04-06,35624,13.1,44.8,62.1,35.1,10.7,0,Friday,4
2018-04-07,33245,14.4,45.7,62.1,37,10.5,0.09,Saturday,4
2018-04-08,28410,14.9,38.9,48.9,33.1,12.2,0,Sunday,4
2018-04-09,40509,11.9,38.7,48.9,33.1,10.6,0,Monday,4
2018-04-10,43051,11.5,43.2,50,33.1,7.9,0,Tuesday,4
2018-04-11,48612,12.5,44.4,52,37.9,6.9,0,Wednesday,4
2018-04-12,53168,13.6,50.6,60.1,37.9,8.1,0,Thursday,4
2018-04-13,63510,24.1,65.4,82,46,11.1,0,Friday,4
2018-04-14,62597,22.9,61.6,82,51.1,9.4,0,Saturday,4
2018-04-15,20440,12.3,44.4,69.1,39,18.4,0,Sunday,4
2018-04-16,26289,13.7,46.6,61,39,18.1,1.24,Monday,4
2018-04-17,44689,11.8,46.2,61,39.9,13.8,1.62,Tuesday,4
2018-04-18,51110,13.2,44.7,55,39,11.6,0,Wednesday,4
2018-04-19,38298,11.3,46.2,55,39,9.9,0.07,Thursday,4
2018-04-20,47052,16,43.2,50,37.9,16.3,0.08,Friday,4
2018-04-21,63599,23.5,48.8,62.1,37.9,10.4,0,Saturday,4
2018-04-22,54284,21.2,55.2,64.9,41,8.1,0,Sunday,4
2018-04-23,57767,16.8,53.5,64.9,45,7.8,0,Monday,4
2018-04-24,58527,14.9,54.8,66,45,7.9,0,Tuesday,4
2018-04-25,31214,17.3,56.1,66,46,10.4,0.42,Wednesday,4
2018-04-26,66077,16.6,59.6,70,50,9.9,0.29,Thursday,4
2018-04-27,39154,12.3,54.5,70,48.9,8.1,0.17,Friday,4
2018-04-28,56745,21.1,56.7,66,48.9,6.2,0.05,Saturday,4
2018-04-29,44837,18.7,54.2,66,50,10.6,0.22,Sunday,4
2018-04-30,41075,13.2,49,57.9,44.1,15.8,0.15,Monday,4
2018-05-01,72035,17.4,60.3,82,44.1,7.8,0,Tuesday,5
2018-05-02,76773,16.6,76.9,89.1,66,10.3,0,Wednesday,5
2018-05-03,69056,20.4,82.3,93,64.9,10.8,0,Thursday,5
2018-05-04,71199,17.8,75.8,93,68,5.5,0.01,Friday,5
2018-05-05,63329,24.6,70.3,84,61,11.2,0,Saturday,5
2018-05-06,48993,17.5,62.6,75.9,57,7.6,0,Sunday,5
2018-05-07,68917,17.7,62.1,75,54,5.6,0,Monday,5
2018-05-08,74313,19,61.8,75,54,5.9,0,Tuesday,5
2018-05-09,78458,18.1,63.5,73.9,54,4.8,0,Wednesday,5
2018-05-10,67455,16.1,59.4,73.9,54,6.5,0,Thursday,5
2018-05-11,75266,19,65.1,73,55.9,8.3,0.19,Friday,5
2018-05-12,34535,16.3,59.2,73,54,7.3,0.06,Saturday,5
2018-05-13,25986,17.9,53.6,64,52,7.3,0.14,Sunday,5
2018-05-14,64729,15.9,58.4,71.1,52,5.0,0.1,Monday,5
2018-05-15,52826,16,69.1,91.9,52,9.4,0.02,Tuesday,5
2018-05-16,32766,12.5,62.9,70,55.9,6.7,0.44,Wednesday,5
2018-05-17,49789,15.3,60.2,73.4,55,6.0,0.64,Thursday,5
2018-05-18,63113,17.4,64.9,73,55,8.9,0.02,Friday,5
2018-05-19,18026,15.4,54.4,66.9,50,10.7,0.2,Saturday,5
2018-05-20,56949,23.6,66.7,84,50,7.1,0.44,Sunday,5
2018-05-21,71220,22.7,68.9,84,55,7.6,0,Monday,5
2018-05-22,48508,14,64.6,79,55.9,5.0,0,Tuesday,5
2018-05-23,72655,19.2,66.2,82,55.9,5.1,0.42,Wednesday,5
2018-05-24,74810,19.3,74.5,86,57,7.6,0.21,Thursday,5
2018-05-25,69345,20.3,77.9,89.1,66,9.6,0,Friday,5
2018-05-26,51597,33,82.3,91.9,68,9.3,0,Saturday,5
2018-05-27,25814,24,68.8,91.9,59,11.2,0.12,Sunday,5
2018-05-28,49043,22.9,60.2,82,55.9,8.3,0.41,Monday,5
2018-05-29,69090,17.1,72.8,87.1,55.9,6.0,0,Tuesday,5
2018-05-30,72321,16.6,69,87.1,63,7.8,0,Wednesday,5
2018-05-31,55794,13.9,64,77,60.1,7.1,0,Thursday,5
